ID,Date,Volume,Amount
5872,19970125,5,60.44
5872,19970214,1,11.97
5872,19970221,3,52.08
5872,19970304,1,27.99
5872,19970317,2,23.54
5872,19970319,1,14.99
5872,19970326,1,23.99
5872,19971117,2,41.48
5873,19970123,2,21.54
5874,19970123,1,14.37
5875,19970123,2,31.8
5875,19970504,2,39.98
5875,19970907,2,23.95
5876,19970123,1,13.97
5876,19970123,1,14.96
5876,19970424,3,42.31
5876,19970701,2,28.93
5876,19970711,2,9.58
5876,19971012,3,39.97
5876,19971024,4,53.96
5876,19971025,1,12.99
5876,19980215,9,79.3
5876,19980215,1,2.99
5876,19980415,2,5.98
5876,19980416,6,68.33
5877,19970123,1,16.99
5878,19970123,3,52.52
5878,19970525,2,29.33
5878,19971008,2,27.98
5878,19971014,4,55.96
5878,19971122,4,104.96
5878,19980324,5,65.44
5878,19980618,4,52.84
5879,19970123,1,9.97
5880,19970123,2,29.74
5881,19970128,1,15.36
5881,19980121,5,160.95
5882,19970123,1,15.3
5883,19970123,2,28.13
5883,19970306,4,55.66
5883,19970307,2,28.93
5883,19970608,7,110.15
5883,19970810,2,30.32
5883,19970902,3,44.29
5883,19980222,7,97.75
5883,19980309,6,72.21
5883,19980330,3,37.36
5883,19980510,9,112.47
5884,19970123,1,12.49
5885,19970123,1,18.99
5885,19970219,1,12.77
5885,19970219,1,9.98
5886,19970123,2,27.13
5887,19970123,1,11.77
5888,19970127,8,96.15
5888,19970620,8,114.73
5889,19970123,1,12.97
5890,19970123,2,30.98
5891,19970124,2,21.49
5892,19970123,1,4.79
5893,19970123,4,67.45
5893,19970210,4,60.85
5893,19970304,1,15.96
5893,19970319,2,30.92
5893,19970408,2,27.28
5893,19970611,2,25.68
5893,19970705,5,64.69
5893,19971010,5,66.95
5893,19971023,2,28.98
5893,19971027,1,12.99
5893,19971120,1,22.49
5893,19980112,1,9.49
5893,19980206,1,22.49
5894,19970123,1,27.99
5895,19970123,4,51.88
5896,19970123,2,19.28
5897,19970123,1,20.99
5898,19970123,1,13.97
5899,19970123,1,12.49
5899,19970316,1,8.99
5899,19970614,1,14.9
5899,19980330,1,29.99
5900,19970129,2,24.96
5901,19970123,4,49.46
5901,19970123,1,28.7
5902,19970123,2,28.36
5902,19970402,1,13.77
5902,19971006,2,25.48
5902,19980105,2,27.48
5903,19970123,2,25.14
5904,19970123,1,12.97
5905,19970123,2,22.54
5905,19970214,2,25.74
5905,19970223,1,9.98
5905,19970302,2,25.56
5905,19970315,1,14.96
5905,19970317,1,14.96
5906,19970123,1,14.37
5906,19970204,5,69.83
5906,19970225,1,12.97
5906,19970328,3,37.51
5906,19970520,3,47.73
5906,19970711,4,49.28
5906,19970720,2,30.32
5906,19970809,3,42.09
5906,19970909,3,38.97
5906,19970924,3,40.97
5906,19971015,4,52.46
5906,19971111,3,56.97
5906,19971125,2,75.48
5906,19971206,3,36.97
5906,19971217,6,97.44
5906,19980321,5,111.93
5906,19980407,1,11.88
5906,19980611,7,91.71
5907,19970123,1,16.99
5908,19970123,1,10.77
5908,19970622,2,23.54
5908,19980516,1,9.49
5908,19980603,3,30.47
5909,19970123,2,100.76
5909,19970127,3,54.99
5910,19970308,13,177.96
5910,19970312,1,11.77
5910,19980314,2,21.98
5910,19980320,2,26.48
5910,19980404,3,29.05
5911,19970124,3,95.17
5911,19970303,1,14.37
5911,19970321,1,4.79
5912,19970123,3,58.53
5912,19970225,2,26.73
5912,19970726,4,50.27
5912,19971008,3,40.97
5912,19971222,3,55.47
5913,19970123,1,11.77
5914,19970123,1,36.97
5915,19970124,1,14.37
5916,19970124,1,22.99
5917,19970124,1,12.97
5917,19970206,1,11.77
5917,19970212,6,66.04
5917,19970319,4,33.71
5917,19970402,3,42.7
5917,19970402,1,7.98
5917,19970501,5,51.27
5917,19970618,7,63.44
5917,19970623,2,15.76
5917,19970715,3,49.32
5917,19970722,1,15.36
5917,19970813,5,55.89
5917,19980318,1,13.49
5917,19980526,18,121.82
5918,19970124,1,12.99
5919,19970124,1,5.99
5919,19971109,1,12.99
5920,19970124,3,36.91
5921,19970129,4,58.86
5922,19970124,2,23.54
5923,19970124,1,11.77
5924,19970124,1,25.77
5925,19970124,1,18.99
5926,19970124,1,19.99
5927,19970124,1,14.79
5928,19970124,4,54.96
5928,19970731,6,93.07
5928,19971122,3,69.97
5929,19970124,1,14.96
5929,19970210,1,6.78
5929,19970222,2,25.74
5929,19970621,1,14.96
5929,19971030,2,26.98
5929,19971128,2,25.48
5930,19970126,1,13.97
5930,19970209,1,13.97
5930,19971001,1,12.99
5930,19980118,1,12.99
5931,19970124,1,11.77
5931,19970610,1,14.96
5932,19970124,1,13.97
5933,19970124,1,13.77
5934,19970124,1,12.49
5934,19980306,1,11.88
5934,19980318,1,12.58
5935,19970127,3,41.7
5935,19970216,3,46.71
5936,19970124,3,39.3
5936,19970318,2,30.32
5937,19970203,1,11.77
5937,19970206,4,52.47
5937,19970318,1,15.36
5937,19970622,2,28.93
5937,19971108,1,12.99
5937,19980412,4,47.96
5937,19980426,2,33.98
5938,19970124,1,41.99
5939,19970124,1,11.77
5939,19970304,2,77.34
5939,19970815,1,15.36
5939,19971001,3,42.47
5939,19971117,6,82.44
5939,19980131,4,55.35
5940,19970125,6,86.02
5941,19970124,2,9.78
5941,19970223,2,36.74
5942,19970124,5,67.95
5943,19970124,2,29.98
5944,19970124,2,28.34
5944,19980518,2,24.48
5945,19970124,1,5.78
5945,19970727,1,11.77
5946,19970126,2,28.14
5947,19970124,1,13.97
5947,19970214,1,33.99
5947,19970922,1,15.99
5948,19970124,1,14.37
5948,19970313,1,14.96
5948,19970624,2,28.74
5948,19971019,2,28.48
5949,19970124,4,68.85
5950,19970124,1,15.36
5950,19970425,1,9.77
5951,19970125,1,17.76
5952,19970124,1,25.77
5953,19970124,4,70.67
5954,19970124,6,211.72
5954,19970406,3,37.7
5955,19970124,1,15.36
5956,19970124,1,28.77
5956,19970402,2,30.95
5956,19970503,1,14.96
5956,19970606,2,34.72
5956,19970715,2,34.72
5956,19970828,1,31.03
5956,19970920,1,12.99
5956,19971011,1,13.99
5956,19971208,1,19.49
5956,19980113,6,75.44
5956,19980205,1,11.88
5956,19980227,1,12.99
5956,19980309,1,22.49
5956,19980422,1,12.58
5956,19980513,2,50.98
5956,19980614,1,12.58
5956,19980623,1,11.88
5957,19970124,3,42.31
5958,19970127,2,20.95
5958,19970420,1,13.97
5958,19970426,2,29.92
5958,19970603,2,30.6
5958,19980119,4,59.96
5958,19980607,3,37.04
5958,19980625,1,12.58
5959,19970124,1,14.99
5960,19970124,2,25.74
5960,19970503,2,34.96
5960,19971011,1,24.99
5960,19971103,2,25.48
5961,19970124,1,39.99
5962,19970124,1,14.96
5963,19970124,1,14.99
5963,19970124,2,25.98
5963,19980511,1,9.49
5964,19970124,1,13.97
5965,19970124,1,11.77
5965,19970213,2,23.54
5965,19970213,1,11.77
5965,19970214,1,13.97
5965,19970214,1,14.99
5965,19970216,1,13.97
5965,19970315,3,91.5
5965,19970330,1,15.96
5965,19970427,2,29.98
5965,19970427,1,19.99
5965,19970428,1,65.37
5965,19970508,1,11.77
5965,19970606,1,10.77
5965,19970618,1,46.97
5965,19970815,1,9.99
5965,19970829,1,11.77
5965,19970829,2,34.98
5965,19970902,2,42.73
5965,19970911,1,9.49
5965,19971016,1,9.49
5965,19971027,1,18.49
5966,19970124,1,13.97
5967,19970124,2,25.74
5968,19970124,2,27.94
5969,19970307,3,35.31
5969,19980425,4,48.85
5970,19970124,1,15.36
5971,19970124,2,23.54
5971,19970804,4,49.67
5971,19970829,1,11.77
5971,19970902,2,28.34
5971,19970925,1,15.49
5972,19970124,1,14.37
5972,19970124,1,13.97
5972,19970124,1,15.36
5973,19970125,2,26.46
5974,19970124,1,15.99
5975,19970124,5,71.62
5975,19971112,4,53.96
5975,19980518,5,66.11
5976,19970124,1,15.36
5976,19970305,6,81.42
5977,19970124,1,29.99
5978,19970124,2,32.33
5978,19970219,4,53.27
5978,19970304,1,14.37
5978,19970305,2,26.94
5978,19970322,2,27.34
5978,19970419,2,25.13
5978,19970430,1,23.97
5978,19970726,1,14.37
5978,19980322,1,15.49
5978,19980418,4,48.46
5979,19970124,8,96.55
5979,19970304,4,51.74
5979,19970401,1,14.99
5979,19970422,3,44.97
5980,19970124,1,13.97
5980,19971219,1,12.49
5981,19970124,2,81.13
5981,19970414,7,126.37
5981,19970429,4,59.48
5981,19970606,1,14.79
5981,19970620,1,15.96
5981,19970625,1,15.76
5981,19970702,2,29.73
5981,19970708,7,103.54
5981,19970723,2,29.58
5981,19970918,2,48.48
5981,19971002,1,12.99
5981,19971003,1,9.99
5981,19971007,1,12.99
5981,19971017,1,12.99
5981,19971020,2,137.48
5981,19971031,1,54.99
5981,19980204,3,36.75
5981,19980216,1,15.99
5981,19980425,7,94.71
5981,19980507,2,23.76
5981,19980601,2,28.56
5981,19980608,1,12.99
5982,19970124,1,19.99
5983,19970124,3,59.13
5983,19970307,3,47.28
5983,19970428,3,21.95
5983,19970622,3,25.74
5984,19970124,1,10.99
5984,19970618,1,14.37
5984,19971029,1,17.49
5985,19970124,1,23.99
5986,19970124,1,6.79
5987,19970124,1,60.7
5987,19971030,4,29.46
5987,19971030,2,25.98
5988,19970124,1,15.36
5988,19970315,1,14.96
5988,19970405,3,44.29
5988,19970407,1,13.77
5988,19970628,2,25.94
5988,19970709,2,28.93
5988,19970713,1,13.97
5988,19970819,2,30.32
5988,19971004,3,53.97
5988,19971109,1,9.49
5988,19971115,1,13.99
5988,19971127,3,50.47
5988,19971213,2,29.98
5988,19980125,4,54.44
5988,19980601,3,36.75
5989,19970124,8,103.34
5989,19970206,7,108.57
5989,19970727,8,118.51
5990,19970124,7,80.59
5991,19970124,4,68.29
5992,19970124,1,14.37
5993,19970124,4,52.87
5994,19970124,1,19.99
5995,19970124,1,63.7
5995,19970213,1,14.99
5995,19970314,1,14.99
5995,19970408,1,15.49
5995,19970411,1,89.7
5995,19970616,1,22.77
5995,19970709,1,12.25
5995,19970805,1,59.99
5995,19980227,1,14.49
5996,19970124,3,72.97
5997,19970124,2,32.35
5997,19971201,2,26.98
5997,19980120,2,45.48
5998,19970124,6,76.01
5999,19970124,4,60.05
5999,19970806,4,59.25
5999,19971227,4,54.96
5999,19980306,4,59.96
5999,19980407,4,53.04
6000,19970125,4,69.87
6001,19970124,1,0
6002,19970124,3,78.7
6003,19970124,2,47
6003,19970215,3,45.52
6003,19970514,1,9.77
6003,19970902,3,41.91
6003,19971227,1,12.99
6003,19980317,2,22.98
6003,19980526,1,12.99
6004,19970124,1,20.99
6005,19970303,4,58.65
6006,19970124,2,28.34
6006,19970125,5,77.06
6006,19971026,1,21.99
6006,19971106,2,23.98
6006,19971112,1,25.99
6007,19970124,1,28.99
6008,19970124,1,15.76
6009,19970124,1,32.99
6009,19970124,1,34.9
6010,19970124,4,32.13
6010,19970318,3,41.92
6010,19970415,9,96.39
6011,19970124,1,14.96
6011,19970207,2,28.93
6011,19970302,1,15.36
6011,19970524,2,29.54
6011,19970625,1,15.76
6011,19970915,2,14.48
6011,19971207,3,44.47
6011,19980228,2,17.98
6012,19970124,3,36.73
6013,19970128,8,145.52
6013,19970409,1,37.77
6013,19970411,1,39.37
6013,19970418,2,39.95
6013,19970731,2,32.32
6013,19970801,1,13.97
6014,19970124,2,28.13
6014,19970325,2,41.76
6014,19970604,1,14.96
6015,19970124,1,10.77
6016,19970124,1,13.97
6016,19970429,1,13.97
6017,19970124,2,28.33
6017,19970129,2,26.73
6017,19970204,1,6.79
6017,19970212,2,25.74
6017,19970320,2,28.34
6017,19970618,3,40.51
6017,19970624,2,28.93
6017,19970718,4,57.67
6017,19970729,2,65.54
6018,19970127,1,6.77
6019,19970212,2,24.26
6019,19970312,1,11.77
6019,19970515,1,11.77
6019,19971029,1,15.49
6019,19971117,1,12.49
6019,19971217,2,32.48
6019,19971224,2,14.98
6019,19980227,1,13.99
6019,19980317,2,13.98
6020,19970124,9,90.2
6020,19970226,3,40.35
6020,19970506,2,19.96
6020,19971201,1,9.99
6021,19970124,3,37.69
6021,19970322,3,55.9
6021,19970406,2,30.32
6021,19970511,4,73.65
6022,19970126,24,364.37
6022,19970427,5,67.43
6023,19970124,3,41.69
6024,19970124,4,43.81
6025,19970124,1,9.97
6025,19971214,5,60.45
6025,19980220,4,52.54
6026,19970129,2,34.74
6026,19970425,2,28.13
6026,19971108,6,66.44
6026,19980313,2,27.98
6026,19980516,3,31.25
6026,19980623,1,9.99
6027,19970124,1,13.97
6027,19970208,2,19.95
6027,19970301,1,11.77
6028,19970124,1,11.77
6028,19970210,2,20.15
6028,19970219,1,14.37
6029,19970124,3,41.89
6030,19970124,1,8.9
6030,19970330,3,34.31
6030,19970422,2,25.74
6030,19970819,1,14.99
6031,19970124,1,9.98
6032,19970124,1,11.77
6033,19970124,2,32.27
6033,19970223,1,14.37
6033,19970303,1,13.97
6033,19970612,1,13.97
6033,19970726,2,28.74
6034,19970126,2,20.95
6034,19970226,1,15.96
6035,19970124,1,5.99
6035,19980417,1,5.52
6036,19970124,1,15.96
6037,19970124,2,26.56
6037,19970624,2,27.33
6037,19970730,5,60.64
6037,19980306,2,26.37
6038,19970124,3,29.94
6039,19970124,1,9.79
6040,19970124,1,15.36
6040,19980309,1,51.08
6041,19970124,1,14.99
6041,19970722,1,19.99
6041,19971001,1,19.49
6041,19971203,3,38.47
6042,19970124,1,13.97
6042,19970130,2,29.13
6042,19970213,1,14.99
6042,19970214,2,24.74
6042,19970221,3,43.7
6042,19970407,3,45.51
6042,19970512,1,14.37
6042,19970624,1,18.76
6042,19970812,4,57.67
6042,19970911,2,28.48
6042,19971018,1,11.49
6042,19971026,3,43.97
6042,19971214,2,31.48
6042,19971229,3,43.97
6042,19980113,2,26.98
6042,19980223,5,49.74
6042,19980316,4,50.96
6042,19980413,5,57.45
6042,19980425,2,30.98
6042,19980425,4,58.65
6042,19980501,2,28.97
6042,19980630,4,77.15
6043,19970124,2,32.72
6044,19970124,3,26.07
6045,19970124,2,25.74
6045,19970211,2,29.92
6045,19970531,2,21.75
6045,19971005,1,12.99
6045,19971015,2,24.48
6045,19980522,2,26.48
6046,19970124,2,27.13
6047,19970124,2,31.6
6048,19970124,1,15.36
6049,19970124,2,24.98
6050,19970124,2,40.74
6051,19970124,4,54.3
6051,19970312,1,13.77
6051,19970513,3,93.51
6051,19971024,3,54.97
6051,19971216,1,16.49
6051,19980225,2,23.76
6051,19980227,3,35.64
6051,19980315,1,46.99
6051,19980615,3,104.39
6052,19970124,1,10.77
6053,19970124,2,27.93
6054,19970124,2,13.58
6054,19970707,1,12.25
6054,19970717,1,16.36
6054,19971008,1,11.49
6054,19980309,1,12.49
6055,19970131,1,10.77
6055,19970722,1,14.96
6056,19970124,3,45.09
6056,19970204,4,57.7
6056,19970220,3,38.11
6056,19970331,2,28.34
6056,19970627,4,55.88
6056,19970728,2,28.74
6056,19970923,2,27.98
6056,19971107,2,26.98
6056,19980428,1,22.49
6057,19970124,1,32.37
6057,19970124,1,14.96
6057,19970127,1,16.36
6057,19970214,1,11.77
6057,19970214,3,59.91
6057,19970220,2,19.74
6057,19970307,3,52.75
6057,19970418,4,55.65
6057,19970507,2,21.96
6057,19970523,1,14.96
6057,19970523,2,27.94
6057,19970601,1,27.77
6057,19970601,2,27.73
6057,19970607,1,14.96
6057,19970607,2,30.32
6057,19970614,1,58.37
6057,19970614,3,41.31
6057,19970629,1,11.77
6057,19970629,1,13.97
6057,19970629,1,13.97
6057,19970706,1,13.97
6057,19970713,1,10.77
6057,19970715,3,32.94
6057,19970806,3,36.9
6057,19970817,1,12.77
6057,19970820,1,27.77
6057,19970820,1,14.79
6057,19970822,1,13.97
6057,19970823,1,12.25
6057,19970823,1,4.79
6057,19970823,1,33.86
6057,19970912,1,11.99
6057,19970912,2,25.98
6057,19970916,1,13.99
6057,19971008,1,12.99
6057,19971008,1,13.99
6057,19971011,1,12.49
6057,19971011,1,7.49
6057,19971018,1,13.99
6057,19971018,1,14.49
6057,19971018,1,13.99
6057,19971026,2,15.98
6057,19971026,2,14.98
6057,19971030,1,13.99
6057,19971104,1,12.99
6057,19971108,1,22.49
6057,19971206,1,13.99
6057,19980108,5,78.45
6057,19980204,1,13.99
6057,19980206,5,64.95
6057,19980206,2,17.48
6057,19980306,2,25.98
6057,19980320,5,70.45
6057,19980514,1,13.99
6057,19980527,1,12.99
6058,19970124,1,14.96
6058,19970830,2,83.14
6059,19970124,2,35.8
6060,19970124,2,22.54
6060,19970722,1,22.77
6060,19970805,1,9.77
6060,19970825,1,21
6060,19971124,22,315.28
6060,19980117,4,58.96
6061,19970124,1,13.97
6062,19970124,2,15.96
6063,19970124,1,15.36
6063,19980131,2,28.57
6064,19970124,3,49.11
6064,19970721,4,55.89
6064,19980423,3,39.56
6065,19970124,1,15.36
6065,19970909,3,38.47
6066,19970124,1,13.97
6066,19970317,3,62.72
6067,19970219,17,229.97
6067,19970507,5,68.64
6067,19970703,4,56.94
6067,19970727,6,91.37
6067,19971101,4,66.96
6067,19971202,4,58.46
6067,19980602,1,15.49
6068,19970206,4,54.72
6068,19970423,1,15.99
6069,19970128,1,14.96
6069,19970201,1,13.97
6069,19970321,2,16.56
6070,19970124,1,15.36
6071,19970124,1,23.99
6071,19970904,1,19.55
6072,19970124,5,69.22
6072,19970202,1,15.96
6072,19970212,3,52.93
6072,19970216,6,84.39
6072,19970220,2,66.54
6072,19970326,3,33.51
6072,19980215,5,69.95
6073,19970305,1,12.97
6073,19980402,2,23.48
6073,19980608,2,23.98
6074,19970125,6,78.61
6074,19970716,1,11.97
6074,19970725,1,14.37
6075,19970129,1,3.99
6076,19970124,1,64.99
6076,19971109,1,12.99
6077,19970124,1,12.49
6078,19970124,1,12.77
6079,19970124,2,29.33
6080,19970125,2,46.75
6080,19970125,1,28.97
6080,19970307,1,18.76
6080,19970310,1,15.36
6080,19970321,1,16.76
6080,19970717,1,18.1
6080,19970722,1,19.55
6080,19970826,1,31.03
6080,19970909,1,23.49
6080,19971013,1,18.49
6080,19971125,1,19.99
6080,19980221,1,11.18
6080,19980311,1,22.38
6080,19980513,1,25.49
6081,19970124,1,13.77
6082,19970124,2,29.73
6083,19970124,2,30.39
6084,19970124,2,23.54
6084,19971020,2,61.98
6084,19971022,1,25.99
6084,19980330,2,26.87
6085,19970124,4,77.03
6085,19980605,2,24.48
6086,19970124,1,13.97
6086,19970622,2,29.92
6087,19970124,2,26.94
6087,19970730,3,27.31
6088,19970124,1,11.77
6088,19970529,4,75.05
6088,19970603,1,27.77
6088,19970729,2,39.76
6089,19970124,2,16.76
6089,19970821,5,62.67
6089,19980204,3,35.64
6089,19980218,3,41.47
6089,19980223,2,27.57
6089,19980323,4,52.55
6089,19980323,3,38.56
6089,19980514,5,54.84
6089,19980521,4,47.52
6089,19980523,4,48.96
6089,19980615,2,23.47
6090,19970124,1,15.36
6091,19970124,1,12.77
6092,19970124,1,12.97
6092,19970703,1,11.77
6092,19971127,1,15.49
6092,19980412,3,31.86
6092,19980517,2,23.07
6093,19970124,2,24.26
6094,19970124,3,86.97
6094,19970303,1,13.97
6095,19970124,1,20.99
6096,19970124,1,14.79
6097,19970124,1,7.98
6097,19970207,1,13.97
6098,19970206,4,44.96
6098,19980328,4,57.96
6099,19970124,1,12.77
6100,19970124,1,10.77
6101,19970124,1,12.77
6102,19970124,3,43.09
6103,19970124,4,54.27
6103,19970316,4,59.25
6104,19970124,2,9.98
6104,19971213,1,14.99
6104,19980307,3,40.47
6105,19970124,1,11.77
6106,19970124,1,16.99
6107,19970124,2,23.95
6107,19970613,2,25.74
6107,19970617,1,13.97
6107,19980127,1,14.49
6108,19970124,1,13.97
6108,19980514,4,46.97
6109,19970320,4,54.88
6110,19970124,1,9.77
6110,19970411,1,13.97
6110,19970722,1,36.69
6111,19970124,1,14.37
6112,19970203,1,15.36
6113,19970128,1,18.99
6114,19970124,3,48.13
6115,19970124,1,30.99
6116,19970124,2,31.33
6117,19970124,1,20.99
6117,19970218,1,5.78
6117,19970326,2,41.96
6117,19970416,1,57.77
6117,19970619,1,14.79
6117,19970714,3,32.53
6117,19970720,3,34.26
6117,19970726,4,52.67
6117,19970828,3,36.31
6117,19970919,2,25.48
6117,19971104,3,34.47
6117,19980131,2,26.98
6117,19980320,1,11.99
6118,19970124,3,40.73
6118,19970131,2,50.96
6118,19970221,1,36.99
6118,19970228,4,54.87
6118,19970611,3,31.31
6118,19980317,1,12.99
6119,19970124,1,38.99
6120,19970124,1,29.99
6120,19970410,8,114.41
6120,19970829,1,64.38
6120,19970926,6,97.44
6120,19970927,1,14.99
6120,19971020,6,118.94
6120,19971030,1,12.99
6120,19971101,2,28.98
6120,19971102,7,111.93
6120,19971108,7,86.93
6120,19971112,4,61.96
6120,19971205,1,12.99
6120,19971205,3,37.47
6120,19980127,2,24.48
6120,19980207,5,70.84
6120,19980209,1,14.49
6120,19980310,1,15.49
6120,19980322,2,21.98
6120,19980323,1,11.88
6120,19980407,2,26.87
6120,19980429,1,11.88
6121,19970124,3,61.51
6122,19970124,3,58.13
6122,19970125,1,14.37
6122,19970804,3,52.69
6123,19970124,3,38.1
6124,19970129,2,24.74
6124,19970129,1,12.77
6125,19970124,1,12.97
6126,19970124,1,9.99
6126,19970503,1,118.9
6126,19970518,1,19.99
6126,19970620,1,31.03
6126,19970921,1,37.99
6126,19971025,1,65.99
6126,19971129,1,17.99
6126,19971207,1,9.49
6126,19980103,1,6.49
6126,19980119,1,9.49
6126,19980308,1,24.49
6126,19980328,1,14.99
6126,19980522,1,9.99
6127,19970124,1,6.79
6127,19970125,1,12.99
6127,19970129,1,6.79
6127,19970731,1,26.75
6127,19971015,1,12.49
6127,19971117,2,36.48
6127,19980420,3,66.47
6127,19980508,1,15.49
6127,19980508,3,39.07
6128,19970124,2,56.54
6129,19970124,4,58.26
6129,19970710,1,14.96
6130,19970124,1,8.97
6131,19970128,1,44.77
6131,19970623,4,52.47
6132,19970124,1,17.96
6133,19970124,3,37.51
6133,19970202,5,75.41
6133,19970329,3,35.53
6133,19970518,1,16.96
6133,19970730,2,28.74
6134,19970124,1,14.97
6135,19970124,4,55.47
6135,19970429,3,40.71
6135,19971212,2,21.48
6135,19971213,1,12.49
6135,19980527,2,28.98
6136,19970124,1,11.77
6136,19970503,1,15.96
6136,19970525,1,9.77
6136,19970918,1,11.49
6136,19970922,1,11.49
6136,19980115,2,27.98
6136,19980122,2,20.67
6137,19970124,1,13.97
6137,19970226,1,14.37
6138,19970124,5,111.45
6138,19970928,3,49.97
6138,19971110,7,80.93
6139,19970124,1,14.37
6139,19971129,2,24.98
6139,19971220,2,20.48
6140,19970124,3,43.7
6140,19970312,5,66.44
6140,19970711,4,56.65
6140,19971031,4,53.96
6140,19980329,3,41.4
6141,19970124,3,57.73
6142,19970124,14,197.79
6143,19970124,1,11.77
6143,19970129,1,8.78
6144,19970124,1,5.78
6145,19970124,2,31.98
6145,19970224,2,24.74
6145,19970401,2,13.58
6145,19970727,3,43.3
6145,19970910,3,39.97
6145,19970921,3,38.97
6145,19971001,3,36.97
6145,19971113,3,42.97
6145,19980118,3,38.47
6145,19980310,3,34.47
6145,19980327,4,50.96
6145,19980607,3,38.97
6146,19970124,1,31.99
6147,19970124,2,21.98
6147,19970128,1,54.97
6147,19970130,1,11.7
6147,19971225,2,22.98
6147,19980115,1,10.99
6148,19970124,1,14.37
6148,19980119,1,27.99
6149,19970129,2,26.74
6149,19970207,3,45.28
6150,19970124,1,11.77
6150,19970312,1,12.77
6151,19970124,1,25.99
6152,19970202,1,12.49
6152,19970226,1,49.37
6152,19970412,2,20.74
6152,19971104,1,22.49
6152,19971109,1,15.99
6153,19970124,3,42.9
6153,19970323,8,100.95
6153,19970427,3,54.09
6153,19970529,4,50.27
6153,19970912,4,32.96
6153,19971026,5,49.45
6153,19980113,8,117.42
6153,19980321,8,116.78
6153,19980607,5,74.54
6154,19970124,1,5.99
6155,19970124,1,9.77
6156,19970124,1,16.36
6156,19970416,1,14.96
6156,19980404,1,15.49
6157,19970124,1,21.37
6158,19970124,1,19.97
6158,19970301,2,36.73
6159,19970124,1,17.9
6160,19970124,2,18.74
6161,19970124,5,70.29
6161,19970721,2,23.54
6161,19971113,3,42.47
6161,19980323,4,61.64
6162,19970124,1,11.77
6163,19970124,2,39.98
6163,19970208,1,12.99
6163,19970213,1,19.99
6163,19970405,3,58.97
6163,19970506,5,92.31
6163,19970509,1,11.77
6163,19970618,4,61.87
6163,19971018,1,12.99
6163,19971108,1,12.99
6163,19980317,11,254.39
6164,19970124,1,15.36
6165,19970124,1,16.99
6166,19970124,1,15.36
6167,19970124,5,74.8
6167,19970419,5,74.8
6168,19970124,2,53.98
6168,19970308,1,38.99
6168,19970502,1,35.77
6168,19971201,1,21.49
6169,19970124,1,14.96
6170,19970124,1,15.36
6170,19970424,2,19.55
6170,19970506,2,24.54
6170,19971220,2,37.98
6170,19980119,2,29.98
6170,19980306,3,50.4
6171,19970124,1,30.97
6171,19970714,1,11.77
6171,19971218,2,26.48
6172,19970124,1,8.77
6173,19970124,1,15.36
6174,19970124,2,27.34
6174,19970504,1,12.97
6174,19970603,3,27.32
6175,19970124,1,12.49
6176,19970124,1,13.77
6177,19970124,1,14.96
6178,19970124,1,20.99
6178,19970124,1,27.99
6179,19970124,1,15.36
6180,19970124,2,20.54
6180,19970131,1,15.96
6180,19970916,1,2.99
6180,19980319,2,25.48
6181,19970124,2,25.46
6181,19970729,1,26.75
6181,19980605,1,29.99
6181,19980608,1,11.49
6182,19970124,1,13.97
6182,19980112,1,9.99
6183,19970124,3,30.31
6183,19970304,2,20.54
6183,19970527,1,13.97
6184,19970124,5,92.44
6185,19970124,1,18.36
6185,19970205,2,34.76
6185,19970205,2,27.74
6185,19970609,1,14.96
6185,19970623,2,25.94
6185,19971103,2,25.98
6185,19980226,8,99.96
6185,19980409,2,26.17
6186,19970124,1,12.49
6187,19970124,1,18.36
6187,19970223,4,56.68
6187,19970730,3,42.73
6187,19980324,1,6.77
6187,19980324,3,48.86
6187,19980325,3,39.47
6187,19980328,5,83.95
6187,19980407,4,46.96
6187,19980425,2,30.98
6187,19980521,3,40.47
6188,19970127,1,13.97
6189,19970124,3,40.51
6189,19970410,1,13.97
6189,19971108,3,42.47
6189,19980422,1,20.99
6189,19980529,4,48.96
6190,19970124,3,39.51
6191,19970211,2,29.73
6192,19970124,1,6.78
6192,19970412,1,4.79
6193,19970124,2,19.75
6194,19970124,1,27.77
6195,19970124,1,5.99
6196,19970124,1,13.97
6197,19970124,4,59.25
6197,19970130,1,15.36
6197,19970624,6,87.37
6197,19970917,2,18.98
6197,19971116,3,55.47
6197,19980511,2,29.98
6198,19970124,3,60
6199,19970124,2,30.35
6200,19970124,1,9.98
6201,19970124,1,13.97
6201,19971005,1,12.99
6201,19971224,2,34.98
6202,19970124,3,40.12
6202,19970811,3,45.88
6202,19970812,1,9.97
6203,19970124,1,39.97
6204,19970124,4,94.96
6204,19970303,3,75.97
6204,19971104,3,48.47
6204,19971128,4,71.46
6205,19970124,2,25.74
6205,19980614,2,30.98
6206,19970124,3,36.71
6207,19970124,1,20.99
6207,19970624,2,23.54
6207,19971023,1,6.49
6207,19971212,3,71.47
6207,19980613,1,19.49
6208,19970124,1,6.79
6209,19970124,5,66.27
6209,19970203,4,52.9
6209,19970204,3,44.37
6209,19970204,5,67.09
6209,19970207,1,6.79
6209,19970210,2,25.74
6209,19970310,1,11.77
6209,19970313,1,9.77
6209,19970705,1,8.97
6209,19970707,1,13.9
6209,19970729,1,14.79
6209,19970821,1,11.77
6209,19971007,1,9.49
6209,19971205,1,14.99
6209,19971226,2,28.98
6209,19980101,1,28.49
